Loan ID,CIF Number,Credit Score,Job,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
8654,2302,678,Embedded Engineer,279996000,Business,Other,444134463,2024-02-24,2024-12-24,10,44413446,9,8.5,312800923,1
8655,4154,433,Full-stack Developer,354144000,Consumer,Other,41368180,2023-06-17,2024-09-17,15,2757878,8,6.5,10439145,2
8656,9005,473,DevOps,873396000,Real Estate,Rent,445992901,2022-11-08,2025-07-08,32,13937278,3,6.5,46667330,3
8657,8289,421,Tech Lead,893208000,Real Estate,Mortgage,540766210,2024-04-12,2028-02-12,46,11755787,3,6.5,315656864,3
8658,1378,455,Full-stack Developer,443928000,Home,Own,406845117,2022-10-03,2024-08-03,22,18492959,3,7,152253161,8
8659,2529,784,Blockchain Engineer,532188000,Consumer,Mortgage,923760238,2023-12-07,2028-03-07,51,18112945,8,6.5,147062468,2
8660,6122,653,ERP Engineer,403044000,Automobile,Own,557733495,2023-05-21,2028-03-21,58,9616094,3,7.5,88208365,20
8661,4063,723,Data Analyst,383016000,Home,Other,64722759,2023-01-29,2027-10-29,57,1135487,9,7,9763274,5
8662,2777,441,Back-end Developer,297120000,Automobile,Mortgage,474676650,2022-11-15,2027-07-15,56,8476368,1,7.5,379096851,23
8663,6011,654,Full-stack Developer,210960000,Automobile,Mortgage,377229205,2024-05-26,2024-10-26,5,75445841,8,7.5,348369153,1
8664,1840,338,ERP Engineer,808752000,Business,Rent,426173791,2022-05-19,2027-05-19,60,7102896,3,8.5,7500457,19
8665,4796,594,Data Analyst,731688000,Others,Mortgage,676963168,2021-01-01,2025-05-01,52,13018522,8,9,17621629,1
8666,6940,639,QA-QC,124068000,Others,Own,216756211,2023-03-04,2025-04-04,25,8670248,9,9,175107525,6
8667,9307,546,ERP Engineer,559788000,Home,Mortgage,598845657,2022-06-10,2024-07-10,25,23953826,2,7,532610415,3
8668,2678,696,Database Engineer,185904000,Others,Other,807165236,2024-02-11,2025-08-11,18,44842513,9,9,190536462,3
8669,7205,633,Data Engineer,388128000,Consumer,Mortgage,781668871,2021-08-28,2025-01-28,41,19065094,5,6.5,540519085,9
8670,4470,520,Game Developer,440880000,Others,Rent,800079995,2021-10-25,2026-09-25,59,13560677,7,9,323819795,8
8671,5997,785,Front-end Developer,138132000,Home,Mortgage,306910076,2021-04-04,2025-06-04,50,6138201,3,7,145842055,11
8672,3988,631,Full-stack Developer,238032000,Business,Mortgage,184878642,2023-10-07,2025-05-07,19,9730454,3,8.5,171020390,5
8673,5033,558,Helpdesk,521544000,Others,Rent,50909097,2022-05-04,2025-03-04,34,1497326,9,9,3073742,10
8674,4428,574,Mobile Developer,44160000,Home,Own,291483040,2023-11-25,2026-06-25,31,9402678,7,7,249498126,5
8675,7320,633,IT Consultant,795108000,Automobile,Mortgage,841615846,2023-07-27,2024-11-27,16,52600990,9,7.5,528052187,4
8676,1537,845,Front-end Developer,212028000,Automobile,Other,804486080,2023-04-13,2028-01-13,57,14113790,8,7.5,131656020,22
8677,4654,576,Front-end Developer,185172000,Automobile,Mortgage,851051324,2022-06-02,2027-04-02,58,14673298,8,7.5,517613906,5
8678,1122,521,Full-stack Developer,646716000,Home,Own,44897444,2023-10-16,2025-03-16,17,2641026,5,7,3845486,7
8679,2148,713,Game Developer,581796000,Business,Own,322072028,2024-04-14,2027-02-14,34,9472706,4,8.5,30303779,10
8680,8988,583,System Engineer,36540000,Consumer,Rent,520923766,2024-05-23,2025-03-23,10,52092376,8,6.5,220952430,1
8681,1595,564,AI Engineer,180348000,Business,Mortgage,724524327,2021-01-01,2024-11-01,46,15750528,10,8.5,722015048,18
8682,325,817,IT Consultant,701532000,Real Estate,Rent,548979744,2023-08-19,2024-10-19,14,39212838,4,6.5,419177541,1
8683,1865,782,QA-QC,500364000,Consumer,Rent,756507470,2024-04-29,2024-09-29,5,151301494,9,6.5,411166640,1
8684,4014,608,IT Consultant,414948000,Home,Own,574008504,2023-07-12,2026-04-12,33,17394197,1,7,77797300,1
8685,3478,584,Blockchain Engineer,505896000,Real Estate,Rent,450373858,2022-09-20,2025-07-20,34,13246289,2,6.5,443616219,10
8686,5757,451,Tech Lead,804360000,Real Estate,Mortgage,566495485,2022-06-04,2026-06-04,48,11801989,6,6.5,358564574,14
8687,8051,757,Embedded Engineer,46332000,Real Estate,Own,438341746,2020-10-20,2025-06-20,56,7827531,5,6.5,436081327,21
8688,3677,475,Full-stack Developer,58836000,Business,Own,473219260,2022-07-17,2026-03-17,44,10754983,2,8.5,209065701,18
8689,7331,758,Product Owner,814548000,Others,Rent,290875299,2024-04-16,2025-04-16,12,24239608,8,9,250583151,3
8690,1001,661,Front-end Developer,40236000,Automobile,Rent,97036765,2022-05-11,2026-05-11,48,2021599,4,7.5,88931117,3
8691,7523,444,Business Analyst,40896000,Real Estate,Other,54283202,2019-11-23,2024-07-23,56,969342,7,6.5,8555832,8
8692,5029,380,Front-end Developer,476940000,Automobile,Rent,606651265,2023-01-10,2026-02-10,37,16395980,1,7.5,53300444,2
8693,3448,376,Product Owner,712572000,Business,Own,151607737,2023-09-03,2027-10-03,49,3094035,9,8.5,128860212,1
8694,248,393,Front-end Developer,262896000,Home,Other,375701898,2024-03-05,2025-04-05,13,28900146,2,7,99333140,4
8695,1540,770,Embedded Engineer,538896000,Consumer,Other,75116851,2022-04-24,2024-12-24,32,2347401,8,6.5,15602154,1
8696,6884,624,Cloud Engineer,648648000,Automobile,Mortgage,817752393,2023-04-30,2026-10-30,42,19470295,4,7.5,708602431,1
8697,4009,610,Front-end Developer,290892000,Business,Rent,124943993,2023-12-23,2027-12-23,48,2602999,10,8.5,18958875,18
8698,7265,440,Helpdesk,637644000,Others,Other,35678970,2024-05-22,2025-09-22,16,2229935,1,9,4373203,5
8699,3748,448,Full-stack Developer,604860000,Consumer,Own,192812799,2021-11-29,2025-09-29,46,4191582,10,6.5,143891563,2
8700,3984,410,System Engineer,199332000,Others,Mortgage,374208369,2022-03-11,2025-10-11,43,8702520,7,9,183825321,17
8701,666,565,Business Intelligence AnalystData Scientist,757932000,Home,Mortgage,586075029,2024-01-05,2025-12-05,23,25481523,1,7,139944786,2
8702,4635,786,Designer,303000000,Automobile,Rent,571003644,2024-02-08,2024-12-08,10,57100364,3,7.5,108694141,4
8703,4302,780,AI Engineer,803064000,Consumer,Mortgage,895635232,2023-11-06,2024-08-06,9,99515025,4,6.5,432836974,2
8704,749,487,IT Manager,454752000,Automobile,Own,260468320,2023-11-23,2026-08-23,33,7892979,8,7.5,176493252,2
8705,8228,536,System Admin,394500000,Others,Mortgage,605151845,2024-04-25,2026-12-25,32,18910995,9,9,155561957,7
8706,1723,818,DevOps,184380000,Business,Rent,362492885,2023-05-22,2027-08-22,51,7107703,5,8.5,229543009,13
8707,1358,768,Business Analyst,603660000,Business,Own,351535906,2022-05-12,2024-07-12,26,13520611,9,8.5,140816652,11
8708,6728,512,Product Manager,411444000,Home,Rent,468941823,2023-09-19,2025-07-19,22,21315537,2,7,323504750,9
8709,6011,654,Full-stack Developer,210960000,Consumer,Other,785578894,2023-12-23,2025-02-23,14,56112778,4,6.5,642037135,3
8710,225,805,QA-QC,771000000,Home,Other,461979746,2023-08-14,2024-08-14,12,38498312,3,7,446504410,1
8711,4216,519,Cloud Engineer,491700000,Real Estate,Own,319815125,2024-01-18,2026-03-18,26,12300581,9,6.5,135617054,12
8712,6573,444,Embedded Engineer,430992000,Others,Mortgage,126896323,2022-10-14,2025-12-14,38,3339376,1,9,29738227,12
8713,6093,517,Project Leader,733008000,Real Estate,Other,340227153,2023-11-16,2024-11-16,12,28352262,5,6.5,181906595,3
8714,2179,341,DevSecOps Engineer,165372000,Real Estate,Other,104448720,2024-01-08,2027-02-08,37,2822938,7,6.5,29298282,13
8715,1967,353,Blockchain Engineer,38700000,Consumer,Other,905166668,2024-05-13,2024-10-13,5,181033333,7,6.5,560344123,1
8716,5562,608,Embedded Engineer,615444000,Real Estate,Rent,189336381,2022-07-12,2025-06-12,35,5409610,8,6.5,137396776,9
8717,5588,577,IT Support,715152000,Others,Own,263365845,2023-11-20,2026-08-20,33,7980783,1,9,97876947,1
8718,5250,710,ERP ConsultantSolution Architect,731484000,Consumer,Own,586545604,2023-09-25,2027-01-25,40,14663640,5,6.5,446471416,3
8719,7110,732,Product Owner,138036000,Others,Other,570336170,2023-06-04,2025-08-04,26,21936006,2,9,447157527,9
8720,6864,685,IT Support,821424000,Business,Other,986419735,2023-11-16,2025-10-16,23,42887814,7,8.5,599781017,4
8721,3417,356,Tester,258456000,Home,Other,92282286,2024-04-15,2025-02-15,10,9228228,10,7,13701177,3
8722,8160,562,Helpdesk,672204000,Home,Rent,752123926,2022-11-28,2026-01-28,38,19792734,2,7,122092911,1
8723,8809,575,Data Analyst,530976000,Automobile,Rent,263545927,2022-10-12,2025-03-12,29,9087790,7,7.5,162234168,5
8724,7991,333,ERP Engineer,237708000,Automobile,Rent,894126585,2023-01-02,2025-01-02,24,37255274,6,7.5,861213335,8
8725,7447,329,Data Analyst,611868000,Home,Own,408286104,2023-06-20,2027-05-20,47,8686938,4,7,215894026,2
8726,3397,548,Tech Lead,272196000,Automobile,Other,824032389,2023-05-22,2026-02-22,33,24970678,9,7.5,171916736,10
8727,9334,524,Project Leader,49500000,Home,Own,816501432,2024-04-25,2027-11-25,43,18988405,1,7,750099784,7
8728,3609,380,System Engineer,179916000,Business,Own,335354672,2022-10-02,2025-08-02,34,9863372,7,8.5,179485835,11
8729,4550,412,Back-end Developer,473160000,Others,Mortgage,560814350,2020-12-05,2025-10-05,58,9669212,10,9,336263666,10
8730,28,720,Project Manager,446040000,Others,Other,154938914,2022-10-12,2026-09-12,47,3296572,1,9,70403644,6
8731,8566,675,Back-end Developer,420564000,Others,Mortgage,649888417,2021-12-19,2024-08-19,32,20309013,9,9,598214076,5
8732,7955,559,Project Manager,362676000,Business,Mortgage,690490574,2023-05-20,2025-05-20,24,28770440,8,8.5,435110010,2
8733,9783,765,Data Engineer,187464000,Automobile,Other,257836054,2024-04-29,2025-02-28,10,25783605,1,7.5,150122574,4
8734,5747,534,Embedded Engineer,524820000,Business,Mortgage,774785478,2024-06-07,2024-12-07,6,129130913,6,8.5,766957719,1
8735,1512,564,DevOps,218712000,Others,Rent,869408241,2024-01-07,2024-09-07,8,108676030,2,9,167267410,3
8736,864,580,System Engineer,222012000,Consumer,Own,120186655,2023-11-26,2024-06-26,7,17169522,3,6.5,99808268,1
8737,143,544,DevOps,754824000,Business,Rent,856850603,2024-03-25,2026-07-25,28,30601807,3,8.5,660709956,3
8738,1004,652,Back-end Developer,419928000,Real Estate,Rent,253698500,2023-12-01,2024-11-01,11,23063500,1,6.5,243492667,1
8739,218,690,Full-stack Developer,789684000,Business,Other,971156157,2023-12-08,2028-01-08,49,19819513,7,8.5,176285704,4
8740,9750,666,AI Engineer,676032000,Automobile,Mortgage,52085946,2024-05-17,2024-09-17,4,13021486,7,7.5,29657363,1
8741,2854,819,Product Owner,460656000,Business,Other,279687411,2024-03-19,2024-07-19,4,69921852,3,8.5,210615971,1
8742,9945,694,ERP Engineer,599436000,Home,Own,767806541,2023-01-30,2025-02-28,25,30712261,6,7,622242686,7
8743,2427,582,System Engineer,427728000,Consumer,Own,788457102,2023-12-12,2025-07-12,19,41497742,7,6.5,328275292,7
8744,2299,395,Helpdesk,753408000,Automobile,Own,216845992,2022-08-01,2025-01-01,29,7477448,1,7.5,26718644,8
8745,4348,789,Embedded Engineer,759420000,Business,Mortgage,393327502,2021-01-23,2024-09-23,44,8939261,6,8.5,175277050,18
8746,5280,834,ERP ConsultantSolution Architect,590916000,Consumer,Mortgage,863578930,2024-01-28,2024-08-28,7,123368418,2,6.5,273136230,2
8747,7502,308,Business Analyst,638208000,Automobile,Own,705212599,2022-06-10,2025-05-10,35,20148931,5,7.5,30545201,9
8748,155,569,IT Consultant,654612000,Consumer,Rent,555140429,2021-12-31,2026-11-30,59,9409159,9,6.5,104673356,18
8749,6224,707,Database Engineer,547404000,Others,Other,612497326,2022-06-21,2027-03-21,57,10745567,1,9,282361575,22
8750,7840,395,Embedded Engineer,415620000,Consumer,Mortgage,656108942,2023-06-30,2024-11-30,17,38594643,7,6.5,405144440,5
8751,2903,745,Helpdesk,688500000,Others,Other,435561831,2024-05-11,2025-09-11,16,27222614,7,9,93474628,1
8752,4007,707,Front-end Developer,358692000,Business,Mortgage,782154200,2023-06-12,2024-08-12,14,55868157,8,8.5,764474148,3
8753,1130,405,Tester,493476000,Home,Rent,535735084,2024-01-24,2024-08-24,7,76533583,5,7,520767590,2
8754,1849,359,Project Manager,280680000,Others,Mortgage,614224532,2023-05-10,2027-03-10,46,13352707,10,9,175479469,14
8755,9665,741,Game Developer,463380000,Automobile,Rent,334426350,2021-04-17,2025-05-17,49,6825027,4,7.5,87100459,11
8756,9414,579,Database Engineer,135156000,Automobile,Other,374380607,2024-02-07,2024-09-07,7,53482943,3,7.5,248748403,2
8757,1763,673,Blockchain Engineer,218820000,Others,Other,813763121,2024-03-20,2026-01-20,22,36989232,5,9,348703710,8
8758,7318,624,QA-QC,57108000,Real Estate,Own,484615242,2024-03-23,2026-05-23,26,18639047,5,6.5,376589293,2
8759,6736,670,Tech Lead,220800000,Consumer,Other,545977904,2023-12-26,2028-09-26,57,9578559,2,6.5,118716151,22
8760,6497,306,IT Consultant,59004000,Real Estate,Own,285653694,2023-06-06,2027-02-06,44,6492129,9,6.5,144778355,6
8761,7250,495,Mobile Developer,470592000,Others,Other,393391261,2024-01-09,2025-08-09,19,20704803,5,9,75108254,8
8762,7427,359,QA-QC,583788000,Automobile,Own,551035051,2024-06-12,2027-10-12,40,13775876,4,7.5,120960787,6
8763,6419,603,Designer,51432000,Home,Rent,885663803,2024-03-06,2026-01-06,22,40257445,2,7,54336833,5
8764,4471,395,IT Consultant,365688000,Automobile,Mortgage,290418752,2023-10-23,2024-11-23,13,22339904,1,7.5,207779008,2
8765,1268,495,System Admin,234900000,Others,Rent,975986819,2024-06-14,2025-08-14,14,69713344,7,9,95399585,5
8766,6074,336,Game Developer,386748000,Real Estate,Mortgage,821607772,2023-02-28,2027-02-28,48,17116828,3,6.5,484456517,21
8767,8340,400,ERP Engineer,270996000,Automobile,Own,576892217,2024-06-12,2025-05-12,11,52444747,1,7.5,380469664,3
8768,5270,780,Designer,837480000,Automobile,Other,111163870,2022-12-24,2025-04-24,28,3970138,7,7.5,65791979,7
8769,2550,312,ERP ConsultantSolution Architect,454476000,Home,Rent,888585571,2021-07-16,2026-06-16,59,15060772,9,7,138428483,26
8770,9753,614,Data Engineer,269352000,Business,Mortgage,333322947,2023-05-15,2026-04-15,35,9523512,10,8.5,285366304,16
8771,551,492,Data Engineer,389160000,Home,Rent,588501582,2023-07-16,2024-12-16,17,34617740,9,7,551128584,3
8772,5827,631,DevSecOps Engineer,221748000,Business,Rent,55559280,2024-02-22,2025-06-22,16,3472455,3,8.5,38319711,4
8773,530,508,Back-end Developer,603336000,Business,Rent,423646728,2024-06-10,2024-10-10,4,105911682,1,8.5,180130325,1
8774,5911,437,Helpdesk,736584000,Consumer,Mortgage,227179791,2024-05-04,2024-09-04,4,56794947,3,6.5,191713379,1
8775,5799,822,Mobile Developer,43728000,Others,Other,440797157,2023-09-22,2027-02-22,41,10751150,3,9,50966609,15
8776,6305,636,IT Consultant,503904000,Consumer,Own,144017171,2022-04-20,2024-11-20,31,4645715,9,6.5,110591011,6
8777,826,572,Mobile Developer,360984000,Business,Other,116272974,2023-10-08,2025-10-08,24,4844707,3,8.5,77842097,8
8778,6562,439,Tech Lead,201240000,Others,Other,138145913,2022-07-17,2026-02-17,43,3212695,4,9,131464690,4
8779,5680,398,DevSecOps Engineer,697332000,Others,Other,942683361,2021-03-31,2025-04-30,49,19238435,9,9,115058576,10
8780,5022,481,IT Manager,649716000,Home,Mortgage,663510395,2023-01-16,2026-04-16,39,17013087,1,7,82115623,13
8781,9121,561,Cloud Engineer,721524000,Home,Other,237906643,2023-12-08,2028-02-08,50,4758132,4,7,209277355,11
8782,3791,492,Business Intelligence AnalystData Scientist,378336000,Automobile,Own,514264787,2022-12-24,2027-10-24,58,8866634,3,7.5,400175001,8
8783,3204,606,Front-end Developer,566484000,Others,Mortgage,241300407,2022-05-11,2025-10-11,41,5885375,7,9,111193066,1
8784,472,527,System Admin,369696000,Others,Other,839073917,2023-08-16,2028-01-16,53,15831583,9,9,110645246,19
8785,953,446,ERP Engineer,372084000,Others,Rent,651824921,2023-01-31,2026-10-31,45,14484998,8,9,546373823,9
8786,5265,335,Back-end Developer,217824000,Automobile,Rent,7929797,2024-03-04,2024-07-04,4,1982449,3,7.5,5578001,1
8787,1823,395,DevSecOps Engineer,626664000,Real Estate,Own,998322629,2024-06-12,2025-01-12,7,142617518,10,6.5,776691138,1
8788,1517,369,Project Leader,473532000,Consumer,Rent,476549667,2024-01-14,2028-09-14,56,8509815,5,6.5,130832825,2
8789,464,342,Business Analyst,465468000,Real Estate,Other,310884151,2020-11-23,2024-07-23,44,7065548,7,6.5,184888752,3
8790,9108,797,IT Support,436692000,Real Estate,Own,195086625,2021-04-15,2026-03-15,59,3306552,2,6.5,60423361,13
8791,6739,463,Designer,411816000,Automobile,Mortgage,102568219,2023-07-13,2027-02-13,43,2385307,2,7.5,76761574,17
8792,7014,493,Tech Lead,465156000,Home,Other,159034253,2024-03-15,2024-12-15,9,17670472,8,7,20314237,2
8793,3454,316,Data Analyst,52284000,Business,Rent,458514161,2024-04-17,2028-02-17,46,9967699,8,8.5,184817222,22
8794,637,353,DevSecOps Engineer,642708000,Automobile,Other,551102804,2023-09-13,2025-11-13,26,21196261,2,7.5,445566863,5
8795,5114,309,QA-QC,643368000,Home,Other,667482257,2024-01-01,2027-10-01,45,14832939,10,7,558030424,8
8796,5916,325,Business Analyst,661080000,Home,Rent,26312449,2023-12-26,2025-09-26,21,1252973,3,7,21798644,2
8797,8171,662,Blockchain Engineer,431400000,Automobile,Own,261808505,2020-03-25,2024-08-25,53,4939783,2,7.5,114057702,23
8798,3090,469,Project Manager,734448000,Others,Mortgage,527344396,2024-05-22,2024-09-22,4,131836099,1,9,224853032,1
8799,6416,440,Blockchain Engineer,802968000,Consumer,Own,322073912,2023-11-28,2024-06-28,7,46010558,2,6.5,107387959,1
8800,6971,667,Product Manager,500268000,Real Estate,Rent,386577999,2022-03-21,2024-11-21,32,12080562,2,6.5,204280101,1
8801,1153,357,System Engineer,120120000,Business,Other,587889974,2023-03-29,2025-10-29,31,18964192,3,8.5,288075667,12
8802,6845,343,Helpdesk,876972000,Automobile,Rent,11546820,2021-01-07,2024-11-07,46,251017,8,7.5,6525008,13
8803,3000,725,AI Engineer,271464000,Real Estate,Own,972860006,2024-03-21,2024-10-21,7,138980000,5,6.5,497879115,1
8804,9145,430,Data Engineer,803220000,Home,Own,685956630,2023-08-12,2025-07-12,23,29824201,9,7,440577652,7
8805,347,311,Designer,673464000,Real Estate,Own,291945597,2023-04-07,2027-03-07,47,6211608,6,6.5,70004906,6
8806,9699,621,IT Support,528180000,Consumer,Other,373367120,2023-11-18,2027-02-18,39,9573515,5,6.5,10970791,4
8807,1938,620,ERP ConsultantSolution Architect,406788000,Business,Rent,374186907,2024-06-11,2025-03-11,9,41576323,5,8.5,320583277,1
8808,8564,311,Embedded Engineer,398988000,Others,Own,497710437,2021-11-14,2026-07-14,56,8887686,10,9,386982283,27
8809,5795,594,Designer,692352000,Home,Rent,87225340,2023-08-22,2024-09-22,13,6709641,6,7,23707152,4
8810,3136,756,Tester,837528000,Business,Own,196045031,2023-09-11,2026-08-11,35,5601286,3,8.5,109437484,1
8811,5840,439,Back-end Developer,469608000,Automobile,Other,417251334,2023-10-05,2025-03-05,17,24544196,10,7.5,116585256,7
8812,4362,487,Tech Lead,460548000,Others,Own,19548634,2023-03-26,2024-09-26,18,1086035,5,9,7635389,8
8813,5834,684,QA-QC,658860000,Consumer,Rent,664577227,2020-12-26,2025-03-26,51,13030926,6,6.5,654764012,6
8814,347,311,Designer,673464000,Consumer,Own,251654543,2022-07-11,2027-05-11,58,4338871,3,6.5,181089322,28
8815,7446,824,Back-end Developer,642552000,Business,Mortgage,865030023,2023-12-25,2024-07-25,7,123575717,5,8.5,492979599,1
8816,5510,607,ERP ConsultantSolution Architect,417624000,Business,Own,58048759,2024-03-22,2026-09-22,30,1934958,8,8.5,26787924,10
8817,7730,588,QA-QC,595620000,Real Estate,Rent,561868384,2024-04-05,2027-01-05,33,17026314,3,6.5,530105151,10
8818,52,344,Product Manager,657696000,Real Estate,Rent,516160618,2021-06-02,2025-02-02,44,11730923,5,6.5,118121938,18
8819,3416,694,ERP ConsultantSolution Architect,242340000,Automobile,Other,875426704,2023-04-26,2026-12-26,44,19896061,10,7.5,530621761,2
8820,4441,761,Game Developer,687696000,Automobile,Other,486821837,2023-06-01,2026-04-01,34,14318289,10,7.5,267012092,6
8821,3290,589,Product Owner,526380000,Home,Mortgage,633821230,2024-02-05,2025-01-05,11,57620111,1,7,65582625,1
8822,9380,579,Front-end Developer,789924000,Home,Other,382680575,2021-12-28,2025-07-28,43,8899548,5,7,133192204,1
8823,6231,717,Cloud Engineer,167028000,Business,Own,891976923,2024-01-05,2024-12-05,11,81088811,8,8.5,588769104,3
8824,1870,614,Full-stack Developer,380448000,Real Estate,Mortgage,226397172,2022-12-22,2025-03-22,27,8385080,8,6.5,94039930,8
8825,8588,534,ERP Engineer,555504000,Business,Rent,46427565,2024-02-11,2027-06-11,40,1160689,10,8.5,17548500,19
8826,5835,765,DevSecOps Engineer,650904000,Automobile,Other,969511855,2024-02-19,2024-07-19,5,193902371,1,7.5,672880345,1
8827,6413,636,Business Intelligence AnalystData Scientist,678816000,Business,Own,842211656,2023-10-24,2026-10-24,36,23394768,10,8.5,423719189,9
8828,3031,825,System Admin,752112000,Home,Rent,528285942,2023-01-09,2025-07-09,30,17609531,10,7,219811458,8
8829,7415,440,Front-end Developer,177120000,Consumer,Other,445489175,2024-04-09,2027-09-09,41,10865589,10,6.5,122083965,13
8830,4745,427,Designer,49572000,Automobile,Other,624395912,2023-06-20,2024-09-20,15,41626394,4,7.5,370328712,4
8831,7297,801,IT Manager,434208000,Business,Mortgage,679206312,2020-11-26,2024-06-26,43,15795495,6,8.5,585054508,8
8832,887,591,System Engineer,44592000,Automobile,Other,475297539,2024-04-09,2024-08-09,4,118824384,10,7.5,411426689,1
8833,6992,648,IT Support,409392000,Automobile,Mortgage,927841359,2021-09-09,2025-04-09,43,21577706,1,7.5,912530128,15
8834,7355,461,AI Engineer,41376000,Consumer,Mortgage,842829544,2023-08-01,2026-12-01,40,21070738,9,6.5,571604485,6
8835,3424,670,Mobile Developer,505572000,Real Estate,Rent,42053246,2023-03-07,2026-10-07,43,977982,9,6.5,17729713,16
8836,5597,670,Full-stack Developer,801720000,Automobile,Rent,635135162,2023-09-07,2028-07-07,58,10950606,2,7.5,447709401,23
8837,497,461,Data Engineer,365496000,Home,Rent,860092975,2023-01-26,2024-07-26,18,47782943,5,7,202392316,1
8838,4714,547,IT Manager,321312000,Others,Mortgage,264930803,2023-12-09,2026-10-09,34,7792082,7,9,163678971,14
8839,7031,549,Game Developer,534432000,Others,Other,410938796,2024-02-20,2024-06-20,4,102734699,9,9,334816474,1
8840,1132,829,IT Consultant,626880000,Automobile,Rent,854025027,2023-10-19,2025-01-19,15,56935001,9,7.5,537290428,4
8841,667,360,System Engineer,828408000,Automobile,Own,202436263,2023-07-06,2024-07-06,12,16869688,10,7.5,196480468,4
8842,5854,474,ERP Engineer,813192000,Consumer,Mortgage,23827935,2024-03-21,2027-05-21,38,627050,4,6.5,23158009,16
8843,4649,689,DevOps,209232000,Real Estate,Mortgage,926330329,2023-12-07,2025-10-07,22,42105924,5,6.5,150964916,7
8844,1768,845,Project Leader,454824000,Business,Rent,747943054,2023-09-01,2025-10-01,25,29917722,2,8.5,107023026,4
8845,9366,841,QA-QC,851532000,Business,Rent,952531248,2024-06-01,2024-10-01,4,238132812,6,8.5,600924135,1
8846,2393,610,ERP Engineer,364344000,Real Estate,Own,999411926,2022-10-28,2025-11-28,37,27011133,4,6.5,642083500,1
8847,2612,829,IT Support,387300000,Home,Rent,131765634,2022-12-13,2024-12-13,24,5490234,4,7,126371809,1
8848,3717,666,Product Manager,478224000,Automobile,Rent,177541943,2023-07-09,2024-09-09,14,12681567,1,7.5,124623037,6
8849,1552,728,Product Manager,302820000,Real Estate,Mortgage,665518767,2022-04-25,2026-01-25,45,14789305,6,6.5,523355633,19
8850,4561,676,AI Engineer,547080000,Home,Own,91003388,2023-01-10,2024-12-10,23,3956669,9,7,11089322,1
8851,6489,417,IT Manager,401100000,Others,Mortgage,600518489,2023-04-20,2025-06-20,26,23096864,8,9,501088699,2
8852,2980,695,DevOps,651180000,Real Estate,Own,828678343,2023-07-20,2027-06-20,47,17631454,5,6.5,149623676,9
8853,7686,593,Full-stack Developer,584640000,Consumer,Other,344550944,2023-10-17,2027-10-17,48,7178144,10,6.5,272912772,5
8854,6166,634,ERP ConsultantSolution Architect,688908000,Business,Mortgage,293884511,2023-12-06,2025-07-06,19,15467605,5,8.5,155697626,1
8855,3990,643,Cloud Engineer,438468000,Others,Other,800065632,2022-11-07,2024-09-07,22,36366619,1,9,583344255,1
8856,5026,351,System Admin,38100000,Real Estate,Own,216835082,2023-10-13,2026-02-13,28,7744110,8,6.5,87301671,10
8857,2213,593,DevOps,243216000,Business,Other,620909894,2023-07-22,2025-01-22,18,34494994,9,8.5,186928875,3
8858,7623,814,Project Manager,710580000,Business,Mortgage,993069348,2024-06-06,2025-04-06,10,99306934,2,8.5,779390376,2
8859,5208,351,Project Leader,327456000,Automobile,Other,574837868,2023-11-15,2027-11-15,48,11975788,3,7.5,485994913,4
8860,2313,849,Cloud Engineer,632004000,Automobile,Mortgage,919764211,2024-06-06,2025-11-06,17,54103777,4,7.5,648778591,3
8861,7032,484,ERP Engineer,517620000,Consumer,Other,541302042,2023-02-16,2025-08-16,30,18043401,9,6.5,56422669,5
8862,1787,794,Project Leader,534636000,Business,Other,79627522,2022-12-20,2027-04-20,52,1531298,6,8.5,78933062,9
8863,4280,622,Helpdesk,821124000,Real Estate,Other,919680700,2023-08-08,2025-04-08,20,45984035,10,6.5,814290838,1
8864,9175,722,Project Manager,451260000,Consumer,Own,594406702,2023-10-21,2026-10-21,36,16511297,6,6.5,269927135,5
8865,6198,718,Front-end Developer,177696000,Consumer,Own,730179433,2023-12-08,2026-07-08,31,23554175,3,6.5,263099675,8
8866,2853,652,ERP Engineer,601368000,Others,Mortgage,771262604,2022-06-09,2026-07-09,49,15740053,4,9,153779474,7
8867,8691,314,Full-stack Developer,455736000,Others,Rent,27174273,2023-07-02,2024-07-02,12,2264522,8,9,2670597,5
8868,9774,365,Full-stack Developer,310404000,Business,Own,87773727,2023-12-19,2024-12-19,12,7314477,9,8.5,29582367,4
8869,2657,665,Data Analyst,182580000,Real Estate,Own,605357008,2023-01-10,2024-10-10,21,28826524,3,6.5,158063027,1
8870,6386,581,Front-end Developer,267180000,Others,Other,313588475,2023-08-15,2027-01-15,41,7648499,7,9,100913981,2
8871,5450,794,Database Engineer,309852000,Business,Rent,871778247,2022-06-07,2025-05-07,35,24907949,1,8.5,825950464,2
8872,1985,327,Database Engineer,541764000,Real Estate,Other,60231986,2023-12-06,2027-11-06,47,1281531,8,6.5,59556110,18
8873,2220,382,Data Engineer,175932000,Automobile,Own,132990110,2024-04-25,2026-11-25,31,4290003,3,7.5,66065426,12
8874,1958,406,Product Owner,139764000,Home,Mortgage,866477401,2023-10-20,2024-06-20,8,108309675,6,7,223361103,1
